"lhs","op","rhs","est.x","se.x","z.x","pvalue.x","ci.lower.x","ci.upper.x","est.y","se.y","z.y","pvalue.y","ci.lower.y","ci.upper.y","rhs1"
"agea","~~","HDI",NA,0,NA,NA,-0.00539184373278461,-0.00539184373278461,NA,0,NA,NA,-0.00539184373278461,-0.00539184373278461,"Human Development Index"
"gndrD","~~","gndrD",NA,0,NA,NA,0.248896664563926,0.248896664563926,NA,0,NA,NA,0.248896664563926,0.248896664563926,"Gender (Female / Male)"
"gndrD","~~","eisced2",NA,0,NA,NA,0.00294677962622601,0.00294677962622601,NA,0,NA,NA,0.00294677962622601,0.00294677962622601,"Highest level of education, (Upper secondary or vocational / Less than Upper secondary)"
"gndrD","~~","eisced3",NA,0,NA,NA,0.00149020307513443,0.00149020307513443,NA,0,NA,NA,0.00149020307513443,0.00149020307513443,"Highest level of education, (Bachelor or higher / Less than Upper secondary)"
"gndrD","~~","domicil2",NA,0,NA,NA,0.0060283275328717,0.0060283275328717,NA,0,NA,NA,0.0060283275328717,0.0060283275328717,"Domicile (Town or small city/Countryside)"
"gndrD","~~","domicil3",NA,0,NA,NA,0.000392099785861642,0.000392099785861642,NA,0,NA,NA,0.000392099785861642,0.000392099785861642,"Domicile (Suburbs or outskirts of big city/Countryside)"
"gndrD","~~","domicil4",NA,0,NA,NA,0.00115752322288804,0.00115752322288804,NA,0,NA,NA,0.00115752322288804,0.00115752322288804,"Domicile (A big city/Countryside)"
"gndrD","~~","HDI",NA,0,NA,NA,-0.000521068457892715,-0.000521068457892715,NA,0,NA,NA,-0.000521068457892715,-0.000521068457892715,"Human Development Index"
"eisced2","~~","eisced2",NA,0,NA,NA,0.216187296555582,0.216187296555582,NA,0,NA,NA,0.216187296555582,0.216187296555582,"Highest level of education, (Upper secondary or vocational / Less than Upper secondary)"
"eisced2","~~","eisced3",NA,0,NA,NA,-0.0752385022161423,-0.0752385022161423,NA,0,NA,NA,-0.0752385022161423,-0.0752385022161423,"Highest level of education, (Bachelor or higher / Less than Upper secondary)"
"eisced2","~~","domicil2",NA,0,NA,NA,0.00607279816486452,0.00607279816486452,NA,0,NA,NA,0.00607279816486452,0.00607279816486452,"Domicile (Town or small city/Countryside)"
"eisced2","~~","domicil3",NA,0,NA,NA,-0.00175881472101151,-0.00175881472101151,NA,0,NA,NA,-0.00175881472101151,-0.00175881472101151,"Domicile (Suburbs or outskirts of big city/Countryside)"
"eisced2","~~","domicil4",NA,0,NA,NA,0.00391593784445786,0.00391593784445786,NA,0,NA,NA,0.00391593784445786,0.00391593784445786,"Domicile (A big city/Countryside)"
"eisced2","~~","HDI",NA,0,NA,NA,-0.00110908788883417,-0.00110908788883417,NA,0,NA,NA,-0.00110908788883417,-0.00110908788883417,"Human Development Index"
"eisced3","~~","eisced3",NA,0,NA,NA,0.181359729218748,0.181359729218748,NA,0,NA,NA,0.181359729218748,0.181359729218748,"Highest level of education, (Bachelor or higher / Less than Upper secondary)"
"eisced3","~~","domicil2",NA,0,NA,NA,-0.00335074492856259,-0.00335074492856259,NA,0,NA,NA,-0.00335074492856259,-0.00335074492856259,"Domicile (Town or small city/Countryside)"
"eisced3","~~","domicil3",NA,0,NA,NA,0.0097764590134066,0.0097764590134066,NA,0,NA,NA,0.0097764590134066,0.0097764590134066,"Domicile (Suburbs or outskirts of big city/Countryside)"
"eisced3","~~","domicil4",NA,0,NA,NA,0.0132112755899359,0.0132112755899359,NA,0,NA,NA,0.0132112755899359,0.0132112755899359,"Domicile (A big city/Countryside)"
"eisced3","~~","HDI",NA,0,NA,NA,0.000924793981732771,0.000924793981732771,NA,0,NA,NA,0.000924793981732771,0.000924793981732771,"Human Development Index"
"domicil2","~~","domicil2",NA,0,NA,NA,0.216874852571877,0.216874852571877,NA,0,NA,NA,0.216874852571877,0.216874852571877,"Domicile (Town or small city/Countryside)"
"domicil2","~~","domicil3",NA,0,NA,NA,-0.0363723377836409,-0.0363723377836409,NA,0,NA,NA,-0.0363723377836409,-0.0363723377836409,"Domicile (Suburbs or outskirts of big city/Countryside)"
"domicil2","~~","domicil4",NA,0,NA,NA,-0.0564017896481356,-0.0564017896481356,NA,0,NA,NA,-0.0564017896481356,-0.0564017896481356,"Domicile (A big city/Countryside)"
"domicil2","~~","HDI",NA,0,NA,NA,-0.000207842634683919,-0.000207842634683919,NA,0,NA,NA,-0.000207842634683919,-0.000207842634683919,"Human Development Index"
"domicil3","~~","domicil3",NA,0,NA,NA,0.101296624190184,0.101296624190184,NA,0,NA,NA,0.101296624190184,0.101296624190184,"Domicile (Suburbs or outskirts of big city/Countryside)"
"domicil3","~~","domicil4",NA,0,NA,NA,-0.0202869525073001,-0.0202869525073001,NA,0,NA,NA,-0.0202869525073001,-0.0202869525073001,"Domicile (A big city/Countryside)"
"domicil3","~~","HDI",NA,0,NA,NA,0.000896380004533825,0.000896380004533825,NA,0,NA,NA,0.000896380004533825,0.000896380004533825,"Human Development Index"
"domicil4","~~","domicil4",NA,0,NA,NA,0.145906880731369,0.145906880731369,NA,0,NA,NA,0.145906880731369,0.145906880731369,"Domicile (A big city/Countryside)"
"domicil4","~~","HDI",NA,0,NA,NA,-0.00106815129701968,-0.00106815129701968,NA,0,NA,NA,-0.00106815129701968,-0.00106815129701968,"Human Development Index"
"HDI","~~","HDI",NA,0,NA,NA,0.000610158034806619,0.000610158034806619,NA,0,NA,NA,0.000610158034806619,0.000610158034806619,"Human Development Index"
"iphlppl_r","~1","",-1.555,0.212322093080608,-7.32272680017003,2.42916797787984e-13,-1.97092033682972,-1.13863302570941,-1.555,0.212322093080608,-7.32272680017003,2.42916797787984e-13,-1.97092033682972,-1.13863302570941,""
"iplylfr_r","~1","",1.082,0.139705155355868,7.74350844803778,9.76996261670138e-15,0.807990977780519,1.35562512368467,1.082,0.139705155355868,7.74350844803778,9.76996261670138e-15,0.807990977780519,1.35562512368467,""
"ipeqopt_r","~1","",NA,0.178945062348321,-0.923413911112541,0.355791544958182,-0.515966237311323,0.185485517516643,NA,0.178945062348321,-0.923413911112541,0.355791544958182,-0.515966237311323,0.185485517516643,""
"ipudrst_r","~1","",NA,0.163615047243927,-0.736407181346218,0.461482935584016,-0.441166895693645,0.200192304160188,NA,0.163615047243927,-0.736407181346218,0.461482935584016,-0.441166895693645,0.200192304160188,""
"impenv_r","~1","",1.397,0.128411076201721,10.8827560789813,0,1.14578533557141,1.64914750471421,1.397,0.128411076201721,10.8827560789813,0,1.14578533557141,1.64914750471421,""
"agea","~1","",NA,0,NA,NA,50.9321734746851,50.9321734746851,NA,0,NA,NA,50.9321734746851,50.9321734746851,""
"gndrD","~1","",NA,0,NA,NA,0.533211287095604,0.533211287095604,NA,0,NA,NA,0.533211287095604,0.533211287095604,""
"eisced2","~1","",NA,0,NA,NA,0.316118508138987,0.316118508138987,NA,0,NA,NA,0.316118508138987,0.316118508138987,""
"eisced3","~1","",NA,0,NA,NA,0.238007597859639,0.238007597859639,NA,0,NA,NA,0.238007597859639,0.238007597859639,""
"domicil2","~1","",NA,0,NA,NA,0.317997675626468,0.317997675626468,NA,0,NA,NA,0.317997675626468,0.317997675626468,""
"domicil3","~1","",NA,0,NA,NA,0.114379415673014,0.114379415673014,NA,0,NA,NA,0.114379415673014,0.114379415673014,""
"domicil4","~1","",NA,0,NA,NA,0.177365661268205,0.177365661268205,NA,0,NA,NA,0.177365661268205,0.177365661268205,""
"HDI","~1","",NA,0,NA,NA,0.9125400551343,0.9125400551343,NA,0,NA,NA,0.9125400551343,0.9125400551343,""
"Benev","~1","",NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,""
"Unive","~1","",NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,""
"STrasc","~1","",NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,""
